MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,,11838,Reg,Inside,CollgCr,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,1753,1753,Ex,Y,SBrkr,1788,0,1788,0,0,2,0,3,1,Ex,7,1,Attchd,2001.0,RFn,522,TA,TA,Y,202,151,6,2009,WD,Normal,236500
60,RL,,13006,IR1,Corner,Gilbert,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,PConc,Gd,TA,No,Unf,0,964,964,Gd,Y,SBrkr,993,1243,2236,0,0,2,1,4,1,Gd,8,1,BuiltIn,1997.0,Fin,642,TA,TA,Y,0,0,11,2006,WD,Normal,222000
20,RL,73.0,8925,IR1,Inside,Timber,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,1450,1466,Ex,Y,SBrkr,1466,0,1466,0,0,2,0,3,1,Gd,7,0,Attchd,2007.0,Fin,610,TA,TA,Y,100,18,7,2009,WD,Normal,201000
20,RL,70.0,9100,Reg,Inside,NAmes,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,338,121,925,Ex,Y,SBrkr,925,0,925,0,1,1,0,2,1,TA,5,0,Detchd,1965.0,Unf,429,TA,TA,Y,0,0,7,2009,WD,Normal,117500
20,RL,84.0,11670,IR1,Corner,Somerst,RRNn,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,1905,1905,Ex,Y,SBrkr,1905,0,1905,0,0,2,0,3,1,Ex,8,1,Attchd,2006.0,Fin,788,TA,TA,Y,0,191,3,2007,WD,Normal,320000
20,RL,63.0,8487,Reg,FR2,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,1480,1500,Ex,Y,SBrkr,1500,0,1500,0,0,2,0,3,1,Gd,6,0,Attchd,2004.0,RFn,570,TA,TA,Y,192,36,8,2009,WD,Normal,190000
20,RL,313.0,27650,IR2,Inside,NAmes,PosA,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,425,160,585,Ex,Y,SBrkr,2069,0,2069,1,0,2,0,4,1,Gd,9,1,Attchd,1960.0,RFn,505,TA,TA,Y,0,0,11,2008,WD,Normal,242000
30,RL,52.0,5825,IR1,Inside,BrkSide,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0,600,600,Gd,Y,SBrkr,747,0,747,0,0,1,0,1,1,TA,5,0,Detchd,1953.0,Unf,528,TA,TA,Y,0,0,6,2006,WD,Normal,79900
20,RL,67.0,10083,Reg,Inside,SawyerW,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,833,343,1176,Ex,Y,SBrkr,1200,0,1200,1,0,2,0,2,1,Gd,5,0,Attchd,2003.0,RFn,555,TA,TA,Y,0,41,8,2009,WD,Normal,184900
60,RL,75.0,9675,Reg,Inside,Somerst,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,341,772,1113,Ex,Y,SBrkr,1113,858,1971,0,0,2,1,3,1,Gd,8,1,Attchd,2005.0,RFn,689,TA,TA,Y,0,48,2,2009,WD,Normal,253000
60,RL,73.0,8760,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,464,927,1391,Ex,Y,SBrkr,1391,571,1962,0,0,2,1,3,1,Gd,7,0,Attchd,2006.0,RFn,868,TA,TA,Y,0,90,8,2006,New,Partial,239799
70,RL,,24090,Reg,Inside,ClearCr,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,1032,1032,Ex,Y,SBrkr,1207,1196,2403,0,0,2,0,4,1,TA,10,2,Attchd,1940.0,Unf,349,TA,TA,Y,56,0,6,2010,COD,Normal,244400
90,RL,55.0,12640,IR1,Inside,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,Rec,936,396,1728,TA,Y,SBrkr,1728,0,1728,0,0,2,0,4,2,TA,8,0,Attchd,1976.0,Unf,574,TA,TA,Y,40,0,7,2006,WD,Normal,150900
60,RL,,8755,IR1,FR2,Gilbert,RRNn,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,No,ALQ,772,220,992,Ex,Y,SBrkr,1022,1038,2060,1,0,2,1,3,1,Gd,8,1,BuiltIn,1999.0,RFn,390,TA,TA,Y,0,0,6,2009,WD,Normal,214000
90,RL,42.0,7711,IR1,Inside,Edwards,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440,0,1440,TA,Y,SBrkr,1440,0,1440,2,0,2,0,4,2,TA,8,0,,,,0,,,N,321,0,8,2007,Oth,Abnorml,150000
90,RL,100.0,25000,Reg,Inside,Mitchel,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,1632,1632,TA,Y,SBrkr,1632,0,1632,0,0,2,0,4,2,TA,8,0,Attchd,1967.0,Unf,576,TA,TA,P,0,0,6,2007,WD,Normal,143000
20,RL,,14375,IR1,CulDSac,Timber,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,TA,TA,CBlock,TA,TA,No,GLQ,111,354,819,Gd,Y,FuseA,1344,0,1344,0,1,1,0,3,1,Gd,7,1,Basment,1958.0,RFn,525,TA,TA,Y,0,118,1,2009,COD,Abnorml,137500
50,RM,98.0,8820,Reg,Corner,OldTown,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088,0,1088,TA,Y,SBrkr,1188,561,1869,0,0,1,0,2,1,TA,7,0,Detchd,1963.0,Unf,456,TA,TA,Y,48,0,9,2009,WD,Normal,124900
80,RL,70.0,8163,Reg,Inside,NAmes,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,748,102,1144,TA,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,TA,6,1,Attchd,1959.0,RFn,796,TA,TA,Y,86,0,3,2006,WD,Normal,143000
20,RL,85.0,14536,Reg,Inside,Timber,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,316,1616,Ex,Y,SBrkr,1629,0,1629,1,0,2,0,3,1,Gd,9,1,Attchd,2002.0,Fin,808,TA,TA,Y,0,252,11,2007,WD,Normal,270000
60,RL,65.0,14006,IR1,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,,Unf,0,936,936,Ex,Y,SBrkr,936,840,1776,0,0,2,1,3,1,Gd,7,1,Attchd,2002.0,RFn,474,TA,TA,Y,144,96,2,2006,WD,Normal,192500
20,RL,78.0,9360,Reg,Inside,NWAmes,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,982,179,1161,TA,Y,SBrkr,1381,0,1381,1,0,1,1,3,1,Gd,5,1,Attchd,1972.0,RFn,676,TA,TA,Y,0,0,3,2010,WD,Normal,197500
20,RL,60.0,7200,Reg,Inside,NAmes,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,398,317,864,Gd,Y,SBrkr,864,0,864,1,0,1,0,3,1,Gd,5,0,Detchd,1980.0,RFn,720,TA,TA,Y,194,0,7,2007,WD,Normal,129000
20,RH,60.0,7800,Reg,Corner,SawyerW,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,641,187,828,Gd,Y,SBrkr,965,0,965,1,0,1,0,3,1,TA,6,0,Detchd,1979.0,Unf,300,TA,TA,Y,421,0,7,2006,WD,Abnorml,119900
85,RL,60.0,7200,Reg,Inside,CollgCr,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660,108,768,Gd,Y,SBrkr,768,0,768,0,1,1,0,2,1,TA,5,0,Detchd,1974.0,Fin,396,TA,TA,Y,192,0,4,2009,WD,Normal,133900
60,RL,,11075,IR1,Inside,Mitchel,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,562,29,784,Ex,Y,SBrkr,1168,800,1968,0,1,2,1,4,1,TA,7,1,Attchd,1969.0,RFn,530,TA,TA,Y,305,189,9,2008,WD,Normal,172000
90,RL,35.0,9400,IR1,CulDSac,Edwards,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945,0,945,TA,Y,SBrkr,980,0,980,0,2,2,0,4,0,TA,4,0,,,,0,,,Y,0,0,10,2006,WD,AdjLand,127500
90,RH,82.0,7136,IR1,Inside,Crawfor,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,TA,TA,CBlock,Gd,TA,No,Rec,484,495,979,TA,N,FuseF,979,979,1958,0,0,2,0,4,2,TA,8,0,Attchd,1946.0,Unf,492,TA,TA,Y,0,0,8,2007,WD,Normal,145000
160,RM,24.0,1300,Reg,Inside,Blueste,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285,276,561,TA,Y,SBrkr,561,668,1229,0,0,1,1,2,1,TA,5,1,Attchd,1980.0,Fin,462,TA,TA,Y,150,0,5,2009,WD,Normal,124000
20,RL,70.0,7420,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,417,640,1057,TA,Y,SBrkr,1057,0,1057,0,0,1,0,3,1,TA,6,0,Detchd,1977.0,Fin,576,TA,TA,Y,0,0,4,2007,WD,Normal,132000
20,RL,65.0,8450,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,699,638,1337,Ex,Y,SBrkr,1337,0,1337,1,0,2,0,3,1,Gd,6,0,Attchd,2003.0,RFn,531,TA,TA,Y,0,39,10,2007,WD,Normal,185000
160,FV,24.0,2572,Reg,FR2,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,604,92,696,Ex,Y,SBrkr,696,720,1416,1,0,2,1,3,1,Gd,6,0,Detchd,1999.0,Unf,484,TA,TA,Y,0,44,5,2010,WD,Normal,155000
20,RL,50.0,7207,IR1,Inside,BrkSide,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696,162,858,Gd,Y,SBrkr,858,0,858,1,0,1,0,2,1,TA,4,0,,,,0,,,Y,117,0,2,2010,WD,Normal,116500
60,RL,,12227,IR1,Corner,NWAmes,PosN,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,TA,Gd,CBlock,Gd,Gd,No,ALQ,896,434,1330,TA,Y,SBrkr,1542,1330,2872,1,0,2,1,4,1,TA,11,1,Attchd,1977.0,Fin,619,TA,TA,Y,550,282,7,2008,WD,Normal,272000
160,RL,24.0,2308,Reg,Corner,NPkVill,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,556,248,804,TA,Y,SBrkr,804,744,1548,1,0,2,1,3,1,Gd,7,1,Detchd,1976.0,Unf,440,TA,TA,Y,48,0,7,2007,WD,Normal,155000
20,RL,122.0,11923,IR1,Corner,CollgCr,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,1800,1800,Ex,Y,SBrkr,1800,0,1800,0,0,2,0,2,1,Ex,7,0,Attchd,2007.0,Fin,702,TA,TA,Y,288,136,5,2009,WD,Normal,239000
60,RL,80.0,11316,Reg,Corner,Timber,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,624,193,817,Ex,Y,SBrkr,824,1070,1894,1,0,2,1,4,1,Gd,8,1,BuiltIn,2002.0,Fin,510,TA,TA,Y,0,40,2,2010,WD,Normal,214900
60,RL,65.0,10237,Reg,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,783,783,Ex,Y,SBrkr,783,701,1484,0,0,2,1,3,1,Gd,8,1,Attchd,2005.0,Fin,393,TA,TA,Y,0,72,7,2007,New,Partial,178900
50,RL,130.0,9600,IR1,Inside,Crawfor,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428,300,728,Ex,Y,SBrkr,976,332,1308,1,0,1,1,2,1,TA,7,2,Detchd,1940.0,Unf,256,TA,TA,Y,0,70,6,2009,WD,Normal,160000
20,RL,,7390,IR1,Inside,NAmes,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,TA,TA,No,ALQ,902,196,1098,TA,Y,SBrkr,1098,0,1098,1,0,1,0,3,1,TA,6,0,Attchd,1955.0,Unf,260,TA,TA,Y,0,0,7,2008,WD,Normal,135000
50,RM,50.0,5925,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,600,600,Fa,N,SBrkr,600,368,968,0,0,1,0,2,1,TA,6,0,,,,0,,,Y,0,0,5,2009,WD,Abnorml,37900
190,RL,75.0,10382,Reg,Inside,NAmes,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,513,75,588,TA,Y,SBrkr,1095,0,1095,1,0,1,0,2,1,TA,6,0,Attchd,1958.0,RFn,264,TA,TA,Y,0,0,3,2006,ConLD,Normal,140000
50,RL,60.0,10800,Reg,Inside,NAmes,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,720,720,TA,N,FuseA,720,472,1192,0,0,1,1,4,1,TA,6,0,,,,0,,,Y,0,0,12,2006,WD,Abnorml,135000
160,RL,36.0,2268,Reg,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,567,197,764,Ex,Y,SBrkr,764,862,1626,0,0,2,0,2,1,Gd,6,0,BuiltIn,2003.0,RFn,474,TA,TA,Y,0,27,7,2009,WD,Normal,173000
120,RL,55.0,7892,Reg,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,918,918,TA,Y,SBrkr,918,0,918,0,0,2,0,2,1,TA,5,1,Attchd,1979.0,Unf,264,TA,TA,Y,28,0,4,2010,WD,Normal,99500
20,FV,95.0,11639,Reg,Corner,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,TA,No,Unf,0,1428,1428,Ex,Y,SBrkr,1428,0,1428,0,0,2,0,3,1,Gd,6,0,Attchd,2007.0,Fin,480,TA,TA,Y,0,120,12,2008,New,Partial,182000
70,RL,60.0,11414,IR1,Corner,BrkSide,RRAn,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,728,728,TA,N,SBrkr,1136,883,2019,0,0,1,0,3,1,Gd,8,0,Detchd,1997.0,Unf,532,TA,TA,Y,509,135,10,2009,WD,Normal,167500
160,FV,,2651,Reg,FR2,Somerst,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641,32,673,Ex,Y,SBrkr,673,709,1382,1,0,2,1,3,1,Gd,6,0,Detchd,2000.0,Unf,490,TA,TA,Y,153,50,4,2006,WD,Normal,165000
30,RL,51.0,5900,IR1,Inside,BrkSide,Norm,1Fam,1Story,4,7,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,440,440,TA,Y,FuseA,869,0,869,0,0,1,0,2,1,Fa,4,0,,,,0,,,Y,0,0,8,2006,WD,Normal,85500
120,FV,35.0,4274,IR1,Inside,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,1106,135,1241,Ex,Y,SBrkr,1241,0,1241,1,0,1,1,1,1,Gd,4,0,Attchd,2007.0,Fin,569,TA,TA,Y,0,116,11,2007,New,Partial,199900
20,RL,68.0,9450,Reg,Inside,Edwards,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,552,342,894,Ex,Y,SBrkr,894,0,894,0,0,1,0,3,1,TA,5,0,Detchd,1999.0,Unf,400,TA,TA,Y,0,0,5,2007,WD,Abnorml,110000
20,RL,80.0,8816,Reg,Corner,Sawyer,Feedr,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,651,470,1121,TA,Y,SBrkr,1121,0,1121,1,0,1,0,3,1,TA,5,0,Detchd,1963.0,Unf,480,TA,TA,Y,0,80,6,2009,WD,Normal,139000
85,RL,,12122,IR1,Corner,NAmes,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,867,77,944,Gd,Y,SBrkr,999,0,999,1,0,1,0,3,1,Ex,6,0,Attchd,1961.0,RFn,588,TA,TA,Y,144,76,7,2008,WD,Normal,178400
60,RL,98.0,12203,IR1,Corner,NoRidge,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,Gd,TA,PConc,Gd,TA,No,GLQ,854,371,1225,Ex,Y,SBrkr,1276,1336,2612,1,0,2,1,4,1,Gd,8,1,Attchd,1998.0,Fin,676,TA,TA,Y,250,0,7,2009,WD,Normal,336000
20,RL,43.0,3182,Reg,Inside,Blmngtn,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,1266,1266,Ex,Y,SBrkr,1266,0,1266,0,0,2,0,2,1,Gd,6,1,Attchd,2007.0,Fin,388,TA,TA,Y,100,16,3,2008,WD,Normal,159895
60,RL,,11250,Reg,Corner,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,1128,1128,Ex,Y,SBrkr,1149,1141,2290,0,0,2,1,4,1,Gd,9,1,Attchd,2002.0,Unf,779,TA,TA,Y,0,0,5,2008,WD,Normal,255900
90,RL,75.0,10125,Reg,Inside,Mitchel,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,,,,,0,0,0,TA,Y,SBrkr,1302,432,1734,0,0,2,0,4,2,Gd,8,0,Attchd,1977.0,Unf,539,TA,TA,Y,0,0,8,2009,COD,Normal,126000
190,RL,68.0,10880,Reg,Inside,Edwards,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1040,124,1164,TA,N,SBrkr,1164,0,1164,1,0,1,0,3,1,TA,5,0,Detchd,1950.0,Unf,240,TA,TA,Y,0,48,8,2008,ConLD,Normal,125000
50,RM,59.0,5310,Reg,Corner,OldTown,Feedr,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0,485,485,Gd,Y,SBrkr,1001,634,1635,0,0,1,0,2,1,Gd,5,0,Attchd,1950.0,Unf,255,Fa,TA,Y,394,0,6,2006,WD,Normal,117000
20,RL,83.0,10159,IR1,Inside,NridgHt,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1646,284,1930,Ex,Y,SBrkr,1940,0,1940,1,0,2,1,3,1,Ex,8,1,Attchd,2010.0,Fin,606,TA,TA,Y,168,95,4,2010,New,Partial,395192
60,RL,,12046,IR1,Inside,NWAmes,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156,692,848,TA,Y,SBrkr,1118,912,2030,0,0,2,1,4,1,Gd,8,1,Attchd,1976.0,Fin,551,TA,TA,Y,0,224,6,2007,WD,Normal,195000
60,FV,65.0,8125,Reg,Inside,Somerst,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,770,770,Ex,Y,SBrkr,778,798,1576,0,0,2,1,3,1,Gd,6,0,Attchd,2006.0,RFn,614,TA,TA,Y,0,50,8,2006,New,Partial,197000
60,RL,82.0,9452,Reg,Inside,NoRidge,Norm,1Fam,2Story,8,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,423.0,Gd,TA,PConc,Gd,TA,No,GLQ,1074,322,1396,Ex,Y,SBrkr,1407,985,2392,1,0,2,1,3,1,Gd,7,1,Attchd,1997.0,Fin,870,TA,TA,Y,0,70,6,2006,WD,Normal,348000
70,RM,121.0,17671,Reg,Corner,OldTown,Artery,1Fam,2Story,8,9,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,BLQ,216,700,916,Gd,Y,SBrkr,916,826,1742,0,0,1,1,4,1,Gd,8,1,Attchd,1925.0,Unf,424,TA,TA,P,0,169,11,2009,WD,Normal,168000
60,RL,80.0,9760,Reg,Inside,NAmes,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,TA,TA,Gd,BLQ,536,169,822,Gd,Y,SBrkr,1020,831,1851,0,0,2,1,3,1,Gd,7,1,Attchd,1964.0,RFn,440,TA,TA,Y,239,42,7,2007,WD,Normal,187000
60,RL,68.0,8846,Reg,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,750,750,Ex,Y,SBrkr,750,750,1500,0,0,2,1,3,1,Gd,6,0,Attchd,2005.0,RFn,564,TA,TA,Y,0,35,8,2006,New,Partial,173900
20,RL,96.0,12456,Reg,FR2,NridgHt,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172,528,1700,Ex,Y,SBrkr,1718,0,1718,1,0,2,0,3,1,Ex,7,1,Attchd,2008.0,Fin,786,TA,TA,Y,216,48,7,2009,WD,Normal,337500
50,RL,51.0,4712,IR1,Inside,BrkSide,Feedr,1Fam,1.5Fin,4,7,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,363,747,TA,Y,SBrkr,774,456,1230,1,0,1,1,3,1,TA,5,0,Detchd,1946.0,Unf,305,TA,TA,Y,0,57,8,2006,WD,Abnorml,121600
20,RL,,10659,IR1,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,915,135,1050,TA,Y,SBrkr,1050,0,1050,1,0,1,0,3,1,TA,6,0,Attchd,1961.0,Unf,368,TA,TA,Y,0,319,1,2006,COD,Normal,136500
20,RL,,11717,IR1,Inside,NWAmes,PosA,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0,1442,1442,TA,Y,SBrkr,1442,0,1442,0,0,2,0,2,1,TA,6,1,Attchd,1970.0,RFn,615,TA,TA,Y,371,0,2,2009,WD,Normal,185000
